product_type,brand,model,processor,ram_gb,storage_gb,gpu,os,weight_kg,battery_wh,battery_mah,display_size_inches,display_resolution,refresh_rate_hz,charging_w,front_camera,back_camera,description,review_text,source_url,price_original,price_currency,price_bdt
Laptop,Dell,Latitude 3580,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620,Windows 10,1.95,,,15.6,1366x768,165,,,,"The Dell Latitude 3580 emerges as a modern solution designed to elevate your digital experience. The core of its performance lies in the Intel Core i5 7200U 2.5GHz processor, 8 of memory and a spacious 128.0 of internal storage, allowing users to navigate demanding workflows seamlessly. The device incorporates a 15.6-inch display featuring a crisp 1366x768 resolution featuring an ultra-smooth 165.0 refresh rate, making it fantastic for media consumption and creative work. With the Intel HD Graphics 620 on board, visual performance is consistently maintained at a high tier. Physical endurance is addressed by an overall weight of just 1.95kg, keeping you productive on the go. Ultimately, with Windows 10 at the helm, the Dell Latitude 3580 easily satisfies the rigorous demands of contemporary digital life.",,https://www.dell.com/support/product-details/en-us/product/latitude-15-3580-laptop/resources/manuals; https://www.gadgets360.com/dell-latitude-3580-6281; https://icecat.biz/us/p/dell/cto01l358015usca/latitude-laptops-3580-37000533.html,891,USD,106920
Laptop,Dell,Vostro 5568,Intel Core i3 6006U 2GHz,8,256,AMD Radeon R5 M420X,Windows 10,2,,,15.6,1920x1080,165,,,,"Presenting the Dell Vostro 5568: a reliable device built for uncompromised productivity and entertainment. The core of its performance lies in the Intel Core i3 6006U 2GHz processor, 8 of memory and a spacious 256.0 of internal storage, allowing users to navigate demanding workflows seamlessly. Its front panel is dominated by a 15.6-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 165.0 refresh rate, providing vibrant colors and sharp contrasts. The inclusion of the AMD Radeon R5 M420X ensures that graphics-heavy tasks are executed with ease. Practicality is further enhanced by an overall weight of just 2.0kg, offering an excellent balance of longevity and comfort. Running naturally on Windows 10, the Dell Vostro 5568 is an outstanding technological investment.",,https://www.dell.com/support/product-details/en-us/product/vostro-15-5568-laptop; https://www.gadgets360.com/dell-vostro-5568-6249; https://laptopmedia.com/series/dell-vostro-15-5568/,812.9,USD,97548
Laptop,HP,ZBook 17,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia Quadro M2200,Windows 10,3.14,83,,15.6,1920x1080,75,,,,"Presenting the HP ZBook 17: a modern device built for uncompromised productivity and entertainment. It boasts an impressive architecture featuring the Intel Core i7 7700HQ 2.8GHz processor, 8 of memory and a spacious 256.0 of internal storage to comfortably manage multitasking without bottlenecks. Users will appreciate the visual fidelity offered by a 15.6-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 75.0 refresh rate, perfect for streaming and reading. The inclusion of the Nvidia Quadro M2200 ensures that graphics-heavy tasks are executed with ease. It integrates a substantial 83.0 cell and a surprisingly light 3.14kg frame to maximize mobility without sacrificing runtime. Running naturally on Windows 10, the HP ZBook 17 is an outstanding technological investment.",,https://support.hp.com/us-en/product/product-specs/hp-zbook-17-mobile-workstation/5387509; https://www.hp.com/us-en/shop/pdp/hp-zbook-17-g5-mobile-workstation; https://icecat.biz/en/p/hp/d5d93av/zbook-laptops-0887758453414-17-19567130.html; https://www.manualslib.com/manual/575211/Hp-Zbook-17.html,2271.39,USD,272566.8
Laptop,Asus,Pro P2540UA-XS51,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,2.37,72,,15.6,1920x1080,500,,,,"The Asus Pro P2540UA-XS51 emerges as a feature-rich solution designed to elevate your digital experience. Furthermore, it is equipped with the Intel Core i5 7200U 2.5GHz processor, 8 of memory and a spacious 256.0 of internal storage, ensuring brisk responsiveness. Visuals are handled by a 15.6-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 500.0 refresh rate, which guarantees an immersive viewing experience. The inclusion of the Intel HD Graphics 620 ensures that graphics-heavy tasks are executed with ease. For users constantly on the move, it features a substantial 72.0 cell and a portable chassis weighing 2.37kg. Running naturally on Windows 10, the Asus Pro P2540UA-XS51 is an outstanding technological investment.",,https://www.asus.com/ca-en/laptops/for-work/expertbook/asuspro-p2540/; https://laptopmedia.com/laptop-specs/asus-asuspro-p2540ua/; https://devicebeast.com/laptops/asus-asuspro-p2540,1208.9,USD,145068
Laptop,Dell,XPS 15,Intel Core i5 7300HQ 2.5GHz,8,256,Nvidia GeForce GTX 1050,Windows 10,2.06,56,,15.6,3840x2160,360,,,,"The Dell XPS 15 emerges as a premium solution designed to elevate your digital experience. The core of its performance lies in the Intel Core i5 7300HQ 2.5GHz processor, 8 of memory and a spacious 256.0 of internal storage, allowing users to navigate demanding workflows seamlessly. The device incorporates a 15.6-inch display featuring a crisp 3840x2160 resolution featuring an ultra-smooth 360.0 refresh rate, making it fantastic for media consumption and creative work. The inclusion of the Nvidia GeForce GTX 1050 ensures that graphics-heavy tasks are executed with ease. For users constantly on the move, it features a substantial 56.0 cell and an overall weight of just 2.06kg. Operating on Windows 10, this configuration positions the Dell XPS 15 as a highly capable daily driver.",,https://www.dell.com/en-us/shop/dell-laptops/xps-15-laptop/spd/xps-15-9530-laptop,1923.9,USD,230868
Laptop,Dell,Latitude 3180,Intel Pentium Quad Core N4200 1.1GHz,4,128,Intel HD Graphics 505,Windows 10,1.63,,,11.6,1366x768,165,,,,"The Dell Latitude 3180 seamlessly blends aesthetics with performance, making it a modern companion for daily tasks. Under the hood, it is equipped with the Intel Pentium Quad Core N4200 1.1GHz processor, 4 of memory and a spacious 128.0 of internal storage, ensuring brisk responsiveness. The device incorporates a 11.6-inch display featuring a crisp 1366x768 resolution featuring an ultra-smooth 165.0 refresh rate, making it fantastic for media consumption and creative work. When it comes to graphical fidelity, the Intel HD Graphics 505 steps in to accelerate complex visual workloads. Practicality is further enhanced by an overall weight of just 1.63kg, offering an excellent balance of longevity and comfort. Operating on Windows 10, this configuration positions the Dell Latitude 3180 as a highly capable daily driver.",,https://www.dell.com/support/product-details/en-us/product/latitude-11-3180-laptop/resources/manuals; https://www.gadgets360.com/dell-latitude-3180-7724; https://icecat.biz/en/p/dell/n001l3180w11au/latitude-laptops-3180-37027723.html,818.4,USD,98208
Laptop,HP,EliteBook 820,Intel Core i5 7300U 2.6GHz,8,256,Intel HD Graphics 620,Windows 10,1.26,,,12.5,1366x768,165,,,,"The HP EliteBook 820 seamlessly blends aesthetics with performance, making it a highly capable companion for daily tasks. Moving to performance, it is powered by the Intel Core i5 7300U 2.6GHz processor, 8 of memory and a spacious 256.0 of internal storage, ensuring brisk responsiveness. Visuals are handled by a 12.5-inch display featuring a crisp 1366x768 resolution featuring an ultra-smooth 165.0 refresh rate, which guarantees an immersive viewing experience. With the Intel HD Graphics 620 on board, visual performance is consistently maintained at a high tier. Practicality is further enhanced by a portable chassis weighing 1.26kg, offering an excellent balance of longevity and comfort. Operating on Windows 10, this configuration positions the HP EliteBook 820 as a highly capable daily driver.",,https://support.hp.com/us-en/product/product-specs/hp-elitebook-820-g3-notebook-pc/7815289; https://icecat.biz/en/p/hp/j2a91av/elitebook-laptops-820+g1-22775706.html; https://www.gadgets360.com/hp-elitebook-820-g3-5194,1527.9,USD,183348
Laptop,HP,15-ba043na (A12-9700P/8GB/2TB/W10),AMD A12-Series 9700P 2.5GHz,8,2048,AMD Radeon R7 Graphics,Windows 10,2.04,41,,15.6,1366x768,,,,,"For those seeking reliable technology, the HP 15-ba043na (A12-9700P/8GB/2TB/W10) stands out as a highly capable and dependable choice. It boasts an impressive architecture featuring the AMD A12-Series 9700P 2.5GHz processor, 8 of memory and a spacious 2048.0 of internal storage to comfortably manage multitasking without bottlenecks. Visuals are showcased on a 15.6-inch display featuring a crisp 1366x768 resolution, which guarantees an immersive viewing experience. Graphics rendering is effectively managed by the AMD Radeon R7 Graphics, providing stability across gaming and design software. For users constantly on the move, it features a substantial 41.0 cell and a portable chassis weighing 2.04kg. Ultimately, with Windows 10 at the helm, the HP 15-ba043na (A12-9700P/8GB/2TB/W10) easily satisfies the rigorous demands of contemporary digital life.",,https://icecat.biz/en-ie/p/hp/z9a65ea/laptops-0190781167105-notebook+-+15-ba043na-35530400.html; https://kelaptop.com/en/hp-15-ba043na-z9a65ea,691.9,USD,83028
Laptop,Dell,Inspiron 7567,Intel Core i7 7700HQ 2.8GHz,16,512,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,74,,15.6,3840x2160,50,,,,"For those seeking reliable technology, the Dell Inspiron 7567 stands out as a premium and dependable choice. It boasts an impressive architecture featuring the Intel Core i7 7700HQ 2.8GHz processor, 16 of memory and a spacious 512.0 of internal storage to comfortably manage multitasking without bottlenecks. Users will appreciate the visual fidelity offered by a 15.6-inch display featuring a crisp 3840x2160 resolution featuring an ultra-smooth 50.0 refresh rate, perfect for streaming and reading. Graphics rendering is effectively managed by the Nvidia GeForce GTX 1050 Ti, providing stability across gaming and design software. Practicality is further enhanced by a substantial 74.0 cell and an overall weight of just 2.62kg, offering an excellent balance of longevity and comfort. Ultimately, with Windows 10 at the helm, the Dell Inspiron 7567 easily satisfies the rigorous demands of contemporary digital life.",,https://www.dell.com/support/product-details/en-us/product/inspiron-15-7567-laptop/resources/manuals; https://icecat.biz/en/p/dell/cn56703/inspiron-laptops-7567-35856601.html; https://icecat.biz/en-id/p/dell/7567-9347/inspiron-laptops-7567-37165417.html; https://www.manualslib.com/manual/3124716/Dell-15-7567.html; https://devicebeast.com/laptops/dell-inspiron-15-7567,1846.9,USD,221628
Laptop,Lenovo,IdeaPad 310-15IKB,Intel Core i5 7200U 2.5GHz,4,1024,Nvidia GeForce 920M,Windows 10,2.4,,,15.6,1920x1080,165,,,,"The Lenovo IdeaPad 310-15IKB emerges as a highly capable solution designed to elevate your digital experience. It boasts an impressive architecture featuring the Intel Core i5 7200U 2.5GHz processor, 4 of memory and a spacious 1024.0 of internal storage to comfortably manage multitasking without bottlenecks. The device incorporates a 15.6-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 165.0 refresh rate, making it fantastic for media consumption and creative work. With the Nvidia GeForce 920M on board, visual performance is consistently maintained at a high tier. It integrates a portable chassis weighing 2.4kg to maximize mobility without sacrificing runtime. Running naturally on Windows 10, the Lenovo IdeaPad 310-15IKB is an outstanding technological investment.",,https://pcsupport.lenovo.com/us/en/products/laptops-and-netbooks/300-series/310-15ikb; https://www.gadgets360.com/lenovo-ideapad-310-15ikb-8010; https://www.notebookcheck.net/Lenovo-IdeaPad-310-15IKB-Notebook-Review.186812.0.html,669.9,USD,80388
Laptop,HP,Omen 17-an012dx,Intel Core i7 7700HQ 2.8GHz,12,1024,AMD Radeon RX 580,Windows 10,3.74,82,,17.3,1920x1080,,,,,"Crafted to meet the demands of modern users, the HP Omen 17-an012dx is a sophisticated piece of engineering. System operations are powered by the Intel Core i7 7700HQ 2.8GHz processor, 12 of memory and a spacious 1024.0 of internal storage, providing the necessary bandwidth for intensive applications. The device incorporates a 17.3-inch display featuring a crisp 1920x1080 resolution, making it fantastic for media consumption and creative work. The inclusion of the AMD Radeon RX 580 ensures that graphics-heavy tasks are executed with ease. Physical endurance is addressed by a substantial 82.0 cell and a portable chassis weighing 3.74kg, keeping you productive on the go. Ultimately, with Windows 10 at the helm, the HP Omen 17-an012dx easily satisfies the rigorous demands of contemporary digital life.",,https://support.hp.com/us-en/product/product-specs/omen-by-hp-17-an000-laptop-pc/model/17106304; https://laptopmedia.com/gb/laptop-specs/hp-omen-17-51/; https://kelaptop.com/en/hp-omen-17-an012dx-1kv90ua,1923.9,USD,230868
Laptop,MSI,GE72MVR 7RG,Intel Core i7 7700HQ 2.8GHz,16,1536,Nvidia GeForce GTX 1070,Windows 10,2.9,51,,17.3,1920x1080,30,,,,"For those seeking reliable technology, the MSI GE72MVR 7RG stands out as a feature-rich and dependable choice. The core of its performance lies in the Intel Core i7 7700HQ 2.8GHz processor, 16 of memory and a spacious 1536.0 of internal storage, allowing users to navigate demanding workflows seamlessly. Visuals are presented via a 17.3-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 30.0 refresh rate, which guarantees an immersive viewing experience. With the Nvidia GeForce GTX 1070 on board, visual performance is consistently maintained at a high tier. For users constantly on the move, it features a substantial 51.0 cell and a surprisingly light 2.9kg frame. Coupled with the intuitive Windows 10 environment, the MSI GE72MVR 7RG hits all the right notes for its category.",,https://www.msi.com/Laptop/GE72MVR-7RG-Apache-Pro/Specification; https://us.msi.com/Laptop/GE72MVR-APACHE-PRO-7th-Gen-GTX-1070/Specification,2656.5,USD,318780
Laptop,Samsung,Notebook 9,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,0.81,30,,13.3,1920x1080,,,,,"Presenting the Samsung Notebook 9: a modern device built for uncompromised productivity and entertainment. The core of its performance lies in the Intel Core i5 7200U 2.5GHz processor, 8 of memory and a spacious 256.0 of internal storage, allowing users to navigate demanding workflows seamlessly. The device incorporates a 13.3-inch display featuring a crisp 1920x1080 resolution, making it fantastic for media consumption and creative work. Graphics rendering is effectively managed by the Intel HD Graphics 620, providing stability across gaming and design software. Physical endurance is addressed by a long-lasting 30.0 battery and a portable chassis weighing 0.81kg, keeping you productive on the go. Operating on Windows 10, this configuration positions the Samsung Notebook 9 as a highly capable daily driver.",,https://news.samsung.com/us/samsung-notebook-9-factsheet/,1648.9,USD,197868
Laptop,Dell,Vostro 5568,Intel Core i7 7500U 2.7GHz,8,1024,Nvidia GeForce GT 940MX,Windows 10,1.98,,,15.6,1920x1080,165,,,,"Crafted to meet the demands of modern users, the Dell Vostro 5568 is a reliable piece of engineering. System operations are powered by the Intel Core i7 7500U 2.7GHz processor, 8 of memory and a spacious 1024.0 of internal storage, providing the necessary bandwidth for intensive applications. Its front panel is dominated by a 15.6-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 165.0 refresh rate, providing vibrant colors and sharp contrasts. When it comes to graphical fidelity, the Nvidia GeForce GT 940MX steps in to accelerate complex visual workloads. For users constantly on the move, it features a surprisingly light 1.98kg frame. Running naturally on Windows 10, the Dell Vostro 5568 is an outstanding technological investment.",,https://www.dell.com/support/product-details/en-us/product/vostro-15-5568-laptop; https://www.gadgets360.com/dell-vostro-5568-6249; https://laptopmedia.com/series/dell-vostro-15-5568/,1057.1,USD,126852
Laptop,Dell,Vostro 3568,Intel Core i5 7200U 2.5GHz,8,256,AMD Radeon R5 M420,Windows 10,2.18,,,15.6,1920x1080,165,,,,"Crafted to meet the demands of modern users, the Dell Vostro 3568 is a highly capable piece of engineering. The core of its performance lies in the Intel Core i5 7200U 2.5GHz processor, 8 of memory and a spacious 256.0 of internal storage, allowing users to navigate demanding workflows seamlessly. Users will appreciate the visual fidelity offered by a 15.6-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 165.0 refresh rate, perfect for streaming and reading. Graphics rendering is effectively managed by the AMD Radeon R5 M420, providing stability across gaming and design software. For users constantly on the move, it features a surprisingly light 2.18kg frame. Coupled with the intuitive Windows 10 environment, the Dell Vostro 3568 hits all the right notes for its category.",,https://www.gadgets360.com/dell-vostro-3568-5281; https://icecat.biz/p/dell/3568-5768/vostro-notebooks-5397184095768-3568-43562975.html,868.79,USD,104254.8
Laptop,Lenovo,Thinkpad T470s,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,1.32,,,14,1920x1080,165,,,,"The Lenovo Thinkpad T470s emerges as a versatile solution designed to elevate your digital experience. The core of its performance lies in the Intel Core i7 7500U 2.7GHz processor, 8 of memory and a spacious 256.0 of internal storage, allowing users to navigate demanding workflows seamlessly. Users will appreciate the visual fidelity offered by a 14.0-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 165.0 refresh rate, perfect for streaming and reading. With the Intel HD Graphics 620 on board, visual performance is consistently maintained at a high tier. Practicality is further enhanced by a surprisingly light 1.32kg frame, offering an excellent balance of longevity and comfort. Coupled with the intuitive Windows 10 environment, the Lenovo Thinkpad T470s hits all the right notes for its category.",,https://www.gadgets360.com/lenovo-thinkpad-t470s-6480; https://icecat.biz/us/p/lenovo/20hf003qus/thinkpad-laptops-thinkpad+t470s-36065565.html,2044.9,USD,245388
Laptop,Razer,Blade Stealth,Intel Core i7 7500U 2.5GHz,16,512,Intel HD Graphics 620,Windows 10,1.29,,,12.5,3840x2160,60,,,,"For those seeking reliable technology, the Razer Blade Stealth stands out as a feature-rich and dependable choice. System operations are engineered around the Intel Core i7 7500U 2.5GHz processor, 16 of memory and a spacious 512.0 of internal storage, providing the necessary bandwidth for intensive applications. Visuals are rendered on a 12.5-inch display featuring a crisp 3840x2160 resolution featuring an ultra-smooth 60.0 refresh rate, which guarantees an immersive viewing experience. With the Intel HD Graphics 620 on board, visual performance is consistently maintained at a high tier. Physical endurance is addressed by a portable chassis weighing 1.29kg, keeping you productive on the go. Coupled with the intuitive Windows 10 environment, the Razer Blade Stealth hits all the right notes for its category.",,https://www.microsoft.com/en-ca/d/razer-blade-stealth-13-rz09-03102e52-r3u1-gaming-laptop/8xtj7jkf5htx; https://www.microsoft.com/en-ca/d/razer-blade-stealth-13-full-hd-gaming-laptop-10th-gen-intel-core-i7/8nvc0298vk1t,1978.9,USD,237468
Laptop,HP,Chromebook 11,Intel Celeron Dual Core N3060 1.6GHz,4,16,Intel HD Graphics 400,Chrome OS,1.23,,,11.6,1366x768,165,,,,"The HP Chromebook 11 emerges as a sophisticated solution designed to elevate your digital experience. System operations are engineered around the Intel Celeron Dual Core N3060 1.6GHz processor, 4 of memory and a spacious 16.0 of internal storage, providing the necessary bandwidth for intensive applications. Its front panel is dominated by a 11.6-inch display featuring a crisp 1366x768 resolution featuring an ultra-smooth 165.0 refresh rate, providing vibrant colors and sharp contrasts. When it comes to graphical fidelity, the Intel HD Graphics 400 steps in to accelerate complex visual workloads. For users constantly on the move, it features a portable chassis weighing 1.23kg. Ultimately, with Chrome OS at the helm, the HP Chromebook 11 easily satisfies the rigorous demands of contemporary digital life.",,https://support.hp.com/us-en/product/product-specs/hp-chromebook-11-g1/model/6453892; https://www.hp.com/us-en/shop/vwa/laptops/scrs=10-11-&brand=Chromebook; https://www.gadgets360.com/hp-chromebook-11-g5-8469,423.5,USD,50820
Laptop,Dell,Alienware 17,Intel Core i7 7700HQ 2.8GHz,16,1152,Nvidia GeForce GTX 1060,Windows 10,4.36,,,17.3,1920x1080,165,,,,"Crafted to meet the demands of modern users, the Dell Alienware 17 is a premium piece of engineering. It boasts an impressive architecture featuring the Intel Core i7 7700HQ 2.8GHz processor, 16 of memory and a spacious 1152.0 of internal storage to comfortably manage multitasking without bottlenecks. Visuals are showcased on a 17.3-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 165.0 refresh rate, which guarantees an immersive viewing experience. With the Nvidia GeForce GTX 1060 on board, visual performance is consistently maintained at a high tier. It integrates an overall weight of just 4.36kg to maximize mobility without sacrificing runtime. Coupled with the intuitive Windows 10 environment, the Dell Alienware 17 hits all the right notes for its category.",,https://www.gadgets360.com/dell-alienware-17-5177,2755.52,USD,330662.4
Laptop,Dell,Latitude 3480,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows 10,1.76,,,14,1366x768,165,,,,"Presenting the Dell Latitude 3480: a dynamic device built for uncompromised productivity and entertainment. It boasts an impressive architecture featuring the Intel Core i5 6200U 2.3GHz processor, 4 of memory and a spacious 500.0 of internal storage to comfortably manage multitasking without bottlenecks. Its front panel is dominated by a 14.0-inch display featuring a crisp 1366x768 resolution featuring an ultra-smooth 165.0 refresh rate, providing vibrant colors and sharp contrasts. Graphics rendering is effectively managed by the Intel HD Graphics 520, providing stability across gaming and design software. Practicality is further enhanced by a surprisingly light 1.76kg frame, offering an excellent balance of longevity and comfort. Running naturally on Windows 10, the Dell Latitude 3480 is an outstanding technological investment.",,https://www.dell.com/support/product-details/en-tv/product/latitude-14-3480-laptop/resources/manuals; https://www.gadgets360.com/dell-latitude-3480-6304,830.5,USD,99660
Laptop,Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,Windows 10,2.1,32,,15.6,1366x768,60,,,,"The Lenovo V110-15ISK (i3-6006U/4GB/500GB/W10) emerges as a highly capable solution designed to elevate your digital experience. Furthermore, it is powered by the Intel Core i3 6006U 2GHz processor, 4 of memory and a spacious 500.0 of internal storage, ensuring brisk responsiveness. The device incorporates a 15.6-inch display featuring a crisp 1366x768 resolution featuring an ultra-smooth 60.0 refresh rate, making it fantastic for media consumption and creative work. With the Intel HD Graphics 520 on board, visual performance is consistently maintained at a high tier. For users constantly on the move, it features a long-lasting 32.0 battery and a surprisingly light 2.1kg frame. Ultimately, with Windows 10 at the helm, the Lenovo V110-15ISK (i3-6006U/4GB/500GB/W10) easily satisfies the rigorous demands of contemporary digital life.",,https://icecat.biz/en/p/lenovo/80tl00a2fr/laptops-v110-15isk-35352444.html; https://www.productindetail.com/pn/lenovo-v110-15isk-lenovo-v110-15isk-80tl,538.89,USD,64666.8
Laptop,Toshiba,Tecra X40-D-10Z,Intel Core i5 7200U 2.5GHz,4,128,Intel HD Graphics 620,Windows 10,1.25,48,,14,1366x768,,,,,"For those seeking reliable technology, the Toshiba Tecra X40-D-10Z stands out as a feature-rich and dependable choice. The core of its performance lies in the Intel Core i5 7200U 2.5GHz processor, 4 of memory and a spacious 128.0 of internal storage, allowing users to navigate demanding workflows seamlessly. Visuals are rendered on a 14.0-inch display featuring a crisp 1366x768 resolution, which guarantees an immersive viewing experience. The inclusion of the Intel HD Graphics 620 ensures that graphics-heavy tasks are executed with ease. Physical endurance is addressed by an endurance-focused 48.0 battery and a surprisingly light 1.25kg frame, keeping you productive on the go. Running naturally on Windows 10, the Toshiba Tecra X40-D-10Z is an outstanding technological investment.",,https://www.productindetail.com/pn/dynabook-toshiba-tecra-x40-d-10z; https://techlitic.com/toshiba-tecra-x40-d/,1199,USD,143880
Laptop,Lenovo,Thinkpad X1,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows 10,1.13,45.8,,14,1920x1080,,,,,"The Lenovo Thinkpad X1 emerges as a premium solution designed to elevate your digital experience. Additionally, it is equipped with the Intel Core i7 7500U 2.7GHz processor, 8 of memory and a spacious 512.0 of internal storage, ensuring brisk responsiveness. Visuals are presented via a 14.0-inch display featuring a crisp 1920x1080 resolution, which guarantees an immersive viewing experience. When it comes to graphical fidelity, the Intel HD Graphics 620 steps in to accelerate complex visual workloads. Physical endurance is addressed by a substantial 45.8 cell and a surprisingly light 1.13kg frame, keeping you productive on the go. Ultimately, with Windows 10 at the helm, the Lenovo Thinkpad X1 easily satisfies the rigorous demands of contemporary digital life.",,https://support.lenovo.com/us/en/solutions/pd027202-detailed-specifications-thinkpad-x1-carbon-type-34xx; https://www.laptoparena.net/lenovo/lenovo-thinkpad-x1-21cb0084sp-black-133829,2748.9,USD,329868
Laptop,MSI,GL62M 7RD,Intel Core i5 7300HQ 2.5GHz,8,256,Nvidia GeForce GTX 1050,Windows 10,2.4,,,15.6,1920x1080,30,,,,"For those seeking reliable technology, the MSI GL62M 7RD stands out as a premium and dependable choice. It boasts an impressive architecture featuring the Intel Core i5 7300HQ 2.5GHz processor, 8 of memory and a spacious 256.0 of internal storage to comfortably manage multitasking without bottlenecks. Its front panel is dominated by a 15.6-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 30.0 refresh rate, providing vibrant colors and sharp contrasts. The inclusion of the Nvidia GeForce GTX 1050 ensures that graphics-heavy tasks are executed with ease. It integrates a portable chassis weighing 2.4kg to maximize mobility without sacrificing runtime. Running naturally on Windows 10, the MSI GL62M 7RD is an outstanding technological investment.",,https://www.msi.com/Laptop/GL62M-7RD/Specification; https://www.gadgets360.com/msi-gl62m-7rd-5914,1318.9,USD,158268
Laptop,Lenovo,ThinkPad X1,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.13,45.8,,14,1920x1080,120,,,,"For those seeking reliable technology, the Lenovo ThinkPad X1 stands out as a powerful and dependable choice. In terms of hardware, it is fueled by the Intel Core i5 7200U 2.5GHz processor, 8 of memory and a spacious 256.0 of internal storage, ensuring brisk responsiveness. The device incorporates a 14.0-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 120.0 refresh rate, making it fantastic for media consumption and creative work. The inclusion of the Intel HD Graphics 620 ensures that graphics-heavy tasks are executed with ease. Practicality is further enhanced by an endurance-focused 45.8 battery and an overall weight of just 1.13kg, offering an excellent balance of longevity and comfort. Coupled with the intuitive Windows 10 environment, the Lenovo ThinkPad X1 hits all the right notes for its category.",,https://support.lenovo.com/us/en/solutions/pd027202-detailed-specifications-thinkpad-x1-carbon-type-34xx; https://download.lenovo.com/manual/thinkpad_x1_carbon_gen13/user_guide/en/Features_and_specifications.html,2062.5,USD,247500
Laptop,Toshiba,Satellite Pro,Intel Pentium Dual Core 4405U 2.1GHz,4,128,Intel HD Graphics 510,Windows 10,1.75,,,14,1366x768,165,,,,"The Toshiba Satellite Pro seamlessly blends aesthetics with performance, making it a modern companion for daily tasks. The core of its performance lies in the Intel Pentium Dual Core 4405U 2.1GHz processor, 4 of memory and a spacious 128.0 of internal storage, allowing users to navigate demanding workflows seamlessly. Visuals are presented via a 14.0-inch display featuring a crisp 1366x768 resolution featuring an ultra-smooth 165.0 refresh rate, which guarantees an immersive viewing experience. With the Intel HD Graphics 510 on board, visual performance is consistently maintained at a high tier. It integrates an overall weight of just 1.75kg to maximize mobility without sacrificing runtime. Running naturally on Windows 10, the Toshiba Satellite Pro is an outstanding technological investment.",,https://www.gadgets360.com/toshiba-satellite-pro-a40-cx4100-7601; https://kelaptop.com/en/toshiba-satellite-pro-a50-e-1ev-ps595e-2ny00jbt,548.9,USD,65868
Laptop,Dell,Latitude 3480,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,Windows 10,1.76,,,14,1366x768,165,,,,"Presenting the Dell Latitude 3480: a feature-rich device built for uncompromised productivity and entertainment. Under the hood, it is powered by the Intel Core i3 6006U 2GHz processor, 4 of memory and a spacious 500.0 of internal storage, ensuring brisk responsiveness. The device incorporates a 14.0-inch display featuring a crisp 1366x768 resolution featuring an ultra-smooth 165.0 refresh rate, making it fantastic for media consumption and creative work. Graphics rendering is effectively managed by the Intel HD Graphics 520, providing stability across gaming and design software. For users constantly on the move, it features a portable chassis weighing 1.76kg. Operating on Windows 10, this configuration positions the Dell Latitude 3480 as a highly capable daily driver.",,https://www.dell.com/support/product-details/en-tv/product/latitude-14-3480-laptop/resources/manuals; https://www.gadgets360.com/dell-latitude-3480-6304,643.5,USD,77220
Laptop,Acer,Chromebook 11,Intel Celeron Dual Core N3060 1.6GHz,4,32,Intel HD Graphics 400,Chrome OS,1.35,36,,11.6,1366x768,60,,,,"Presenting the Acer Chromebook 11: a highly capable device built for uncompromised productivity and entertainment. In terms of hardware, it is equipped with the Intel Celeron Dual Core N3060 1.6GHz processor, 4 of memory and a spacious 32.0 of internal storage, ensuring brisk responsiveness. Its front panel is dominated by a 11.6-inch display featuring a crisp 1366x768 resolution featuring an ultra-smooth 60.0 refresh rate, providing vibrant colors and sharp contrasts. With the Intel HD Graphics 400 on board, visual performance is consistently maintained at a high tier. Practicality is further enhanced by an endurance-focused 36.0 battery and a portable chassis weighing 1.35kg, offering an excellent balance of longevity and comfort. Running naturally on Chrome OS, the Acer Chromebook 11 is an outstanding technological investment.",,https://www.productindetail.com/pn/acer-chromebook-11-cb3-132-11dc; https://www.productindetail.com/pn/acer-chromebook-11-c730-c8zd,390.5,USD,46860
